Rank,Name,Link,Location_City,Location_State,Private_Public,Profit_Type,Campus_Setting,Starting_Salary,Percent_from_State,Percent_FTE,Percent_Male,Accept_rate,Old_SAT_Score,New_SAT_Score,ACT_Score,Num_Undergrad,Num_Faculty,Student_Faculty_Ratio,Num_Degree,Num_Major,Num_Field,Num_Annual_Grad,Percent_POC,Tuition_Fee,Room_Fee,Total_Cost,Financial_Aid
1418,University of Science and Arts of Oklahoma,university-of-science-and-arts-of-oklahoma,Chickasha, Oklahoma,Public,,Small Town,,97,100,35,52.1,912.0,990.0,22.0,882,51,13,25,23,16,162,41.83673469387755,7200,6030,18360,10814
1419,Texas Southern University,texas-southern-university,Houston, Texas,Public,,Large City,38000.0,86,67,44,66.7,814.0,890.0,17.0,7967,623,19,50,46,22,1002,98.69461528806326,8638,9664,24736,10351
1420,Naropa University,naropa-university,Boulder, Colorado,Private,Non-Profit,Midsize City,,42,36,35,100.0,,,,397,162,9,11,11,8,92,37.027707808564244,31790,11488,49990,23255
1421,Hannibal - LaGrange University,hannibal-lagrange-college,Hannibal, Missouri,Private,Non-Profit,Small Town,,68,53,41,54.6,,,,910,106,14,42,27,18,212,18.57142857142857,21880,8108,36078,13876
1422,Lyndon State College,lyndon-state-college,Lyndonville, Vermont,Public,,Small Town,,61,45,56,97.3,,,18.0,1071,111,14,43,35,18,246,16.900093370681606,11730,10290,24720,8981
1423,Tougaloo College,tougaloo-college,Tougaloo, Mississippi,Private,Non-Profit,Midsize City,,70,86,34,74.7,,,20.0,793,76,9,20,20,15,123,99.74779319041616,10600,6400,22840,10815
1424,Grace University,grace-university,Omaha, Nebraska,Private,Non-Profit,Large City,,61,26,46,45.9,,,20.0,221,62,12,19,15,10,177,30.31674208144797,23030,7324,34504,13079
1425,Southwestern Assemblies of God University,southwestern-assemblies-of-god-university,Waxahachie, Texas,Private,Non-Profit,Large Suburb,,66,61,48,27.9,990.0,,20.0,1790,143,16,42,30,15,513,38.8268156424581,20660,7352,35108,9248
1426,Cambridge College,cambridge-college,Boston, Massachusetts,Private,Non-Profit,Large City,,96,5,31,100.0,,,,750,328,11,6,6,6,207,80.26666666666667,14940,8000,27140,4230
1427,Oakwood University,oakwood-university,Huntsville, Alabama,Private,Non-Profit,Midsize City,,16,69,42,47.1,995.0,,20.0,1650,156,12,62,45,19,364,99.45454545454544,16720,9700,35750,9847
1428,Multnomah University,multnomah-university,Portland, Oregon,Private,Non-Profit,Large City,,43,29,53,65.1,,,,394,95,10,24,21,10,170,26.649746192893407,24680,9000,39528,12930
1429,Living Arts College,living-arts-college,Raleigh, North Carolina,Private,For-Profit,Large City,,95,42,32,82.9,,,,263,36,10,6,5,3,34,68.06083650190114,17104,9057,30665,4170
1430,Mid - America Christian University,mid-america-christian-university,Oklahoma City, Oklahoma,Private,Non-Profit,Large City,,79,7,39,100.0,,,,1626,448,8,24,21,15,485,49.32349323493236,17830,8096,28926,8403
1431,Southeastern Oklahoma State University,southeastern-oklahoma-state-university,Durant, Oklahoma,Public,,Small Town,,68,54,47,72.4,,,20.0,3122,209,18,43,35,22,638,47.53363228699553,6750,6973,17620,9597
1432,Pacific Northwest College of Art,pacific-northwest-college-of-art,Portland, Oregon,Private,Non-Profit,Large City,,35,29,33,94.7,,,,418,115,10,10,5,2,65,49.043062200956925,36440,12786,53316,16267
1433,Metropolitan State University of Denver,metropolitan-state-college-of-denver,Denver, Colorado,Public,,Large City,38000.0,97,37,47,64.3,,,20.0,19666,1493,17,64,55,23,3382,45.647310078307726,7352,10332,25182,5936
1434,Montreat College,montreat-college,Montreat, North Carolina,Private,Non-Profit,Large Suburb,,60,25,50,65.1,,,20.0,757,148,9,23,22,15,167,34.47820343461029,25730,8873,38373,15657
1435,Davis College,davis-college,Johnson City, New York,Private,Non-Profit,Midsize Suburb,,68,25,50,42.9,,,,288,20,20,1,1,1,55,28.472222222222207,16800,8000,27200,9532
1436,South University - Novi,south-university-novi,Novi, Michigan,Private,For-Profit,Small City,,100,10,17,100.0,,,,277,82,8,8,8,4,105,59.927797833935024,17014,6328,30454,5277
1437,Southern Arkansas University Main Campus,southern-arkansas-university-main-campus,Magnolia, Arkansas,Public,,Small Town,,74,63,45,69.4,,,22.0,3475,260,16,34,30,20,722,34.30215827338129,8346,7066,22569,8676
1438,Tennessee State University,tennessee-state-university,Nashville, Tennessee,Public,,Large City,36000.0,56,72,38,100.0,,,,6505,506,18,37,33,21,1164,88.10146041506533,7776,7500,21276,8597
1439,DeVry University - Florida,devry-university-florida,Miramar, Florida,Private,For-Profit,Large Suburb,,94,6,49,83.9,,,,663,52,28,14,13,7,288,67.42081447963801,15228,11232,33380,8169
1440,Keystone College,keystone-college,La Plume, Pennsylvania,Private,Non-Profit,Large Suburb,,78,27,36,94.4,,,,1456,213,11,36,27,17,272,36.74450549450549,25920,10700,41370,18081
1441,Southeastern University,southeastern-university,Lakeland, Florida,Private,Non-Profit,Midsize City,37000.0,58,29,44,53.5,,,21.0,6240,546,17,49,38,17,680,40.817307692307686,25360,10048,39408,12332
1441,Southeastern University,southeastern-university,Lakeland, Florida,Private,Non-Profit,Midsize City,37000.0,58,29,44,53.5,,,21.0,6240,546,17,49,38,17,680,40.817307692307686,25360,10048,39408,12332
1443,Central Penn College,central-pennsylvania-college,Summerdale, Pennsylvania,Private,For-Profit,Large Suburb,,91,42,35,78.9,,,,1196,100,10,18,14,6,393,38.628762541806026,18174,6798,27672,7289
1444,Bethany College Kansas,bethany-college-kansas,Lindsborg, Kansas,Private,Non-Profit,Small Town,,34,49,58,66.6,975.0,,20.0,775,78,15,52,34,17,180,42.32258064516129,26922,10075,42963,18063
1445,Adams State University,adams-state-college,Alamosa, Colorado,Public,,Small Town,,69,43,53,98.9,980.0,,20.0,1960,254,16,22,21,13,539,59.13265306122449,9440,8630,22895,8447
1446,Shawnee State University,shawnee-state-university,Portsmouth, Ohio,Public,,Small Town,,89,40,46,68.9,,,21.0,3406,358,15,76,47,17,714,15.384615384615385,7439,9559,20910,5258
1447,Missouri Southern State University,missouri-southern-state-university,Joplin, Missouri,Public,,Small City,35000.0,77,58,40,95.1,,,22.0,6021,354,19,40,33,19,1066,26.324530808835746,6067,6901,17120,5368
1448,Reinhardt University,reinhardt-university,Waleska, Georgia,Private,Non-Profit,Rural,,95,45,53,88.6,,,20.0,1408,172,12,42,28,18,281,36.36363636363637,22422,8266,37748,14226
1449,Rochester College,rochester-college,Rochester Hills, Michigan,Private,Non-Profit,Large Suburb,,94,26,37,100.0,985.0,,20.0,1153,142,13,25,20,12,258,37.55420641803989,22312,7160,32028,11926
1450,Tiffin University,tiffin-university,Tiffin, Ohio,Private,Non-Profit,Small Town,,68,22,54,68.8,,,,2243,339,14,47,35,15,496,61.970575122603655,24000,10300,37800,15232
1451,Fairmont State University,fairmont-state-university,Fairmont, West Virginia,Public,,Small Town,34000.0,87,56,44,70.6,,,20.0,3661,304,15,36,33,20,756,14.558863698443048,6950,9656,19606,7045
1452,DeVry University - New Jersey,devry-university-new-jersey,North Brunswick, New Jersey,Private,For-Profit,Large Suburb,,96,14,72,100.0,,,,493,42,21,9,8,4,198,63.48884381338743,14892,12940,34752,7482
1453,Haskell Indian Nations University,haskell-indian-nations-university,Lawrence, Kansas,Public,,Small City,,20,100,45,81.6,945.0,,18.0,806,41,22,12,12,12,195,100.0,480,950,8550,5141
1454,Indiana University - East,indiana-university-east,Richmond, Indiana,Public,,Rural,,88,39,36,69.7,,,20.0,3292,280,14,23,21,17,777,15.826245443499387,7207,7284,19381,7751
1455,Strayer University - Global Region,strayer-university-global-region,Washington, District of Columbia,Private,For-Profit,Large City,,0,7,32,100.0,,,,5569,890,10,13,11,5,519,61.89621116897109,13857,10917,28626,5391
1456,Johnson State College,johnson-state-college,Johnson, Vermont,Public,,Rural,,72,28,33,87.0,985.0,,22.0,1379,157,14,37,29,15,339,22.552574329224072,11730,10290,24970,9159
1457,Lewis - Clark State College,lewis-clark-state-college,Lewiston, Idaho,Public,,Small City,,82,68,38,99.6,,,20.0,3746,268,13,79,55,24,942,21.08916177255739,6334,6550,16734,5579
1458,Strayer University - Florida,strayer-university-florida,Tampa, Florida,Private,For-Profit,Large Suburb,,90,7,34,100.0,,,,1607,147,18,12,10,4,312,78.46919726197885,13857,10917,28626,3797
1459,Sterling College,sterling-college-kansas,Sterling, Kansas,Private,Non-Profit,Rural,,45,64,59,52.5,985.0,,20.0,697,73,12,24,20,14,153,35.8680057388809,24985,8330,36115,14924
1460,ECPI University,ecpi-university,Virginia Beach, Virginia,Private,For-Profit,Large City,,47,38,44,71.3,,,,11745,1025,12,29,19,6,3102,59.13154533844189,15051,8670,27717,5650
1461,Kaplan University - Cedar Rapids Campus,kaplan-university-cedar-rapids-campus,Cedar Rapids, Iowa,Private,For-Profit,Midsize City,,100,22,17,100.0,,,,419,18,19,37,28,12,163,30.787589498806682,15352,4960,23502,6755
1461,Kaplan University - Cedar Rapids Campus,kaplan-university-cedar-rapids-campus,Cedar Rapids, Iowa,Private,For-Profit,Midsize City,,100,22,17,100.0,,,,419,18,19,37,28,12,163,30.787589498806682,15352,4960,23502,6755
1462,University of Maryland - University College,university-of-maryland-university-college,Adelphi, Maryland,Public,,Large Suburb,45000.0,60,5,56,100.0,,,,45604,3691,19,31,29,17,7460,59.803964564511894,7296,15430,28576,3741
1463,University of the District of Columbia,university-of-the-district-of-columbia,Washington, District of Columbia,Public,,Large City,39000.0,86,33,43,100.0,,,,3859,630,10,59,54,26,636,95.49105986006737,5756,16425,28188,8856
1464,Notre Dame College,notre-dame-college,Cleveland, Ohio,Private,Non-Profit,Large Suburb,,78,26,47,89.5,,,19.0,1736,199,14,35,29,18,362,42.33870967741935,29300,10500,44290,20030
1466,University of Maine at Fort Kent,university-of-maine-at-fort-kent,Fort Kent, Maine,Public,,Rural,,83,38,29,97.2,995.0,,20.0,1760,81,14,17,15,11,239,47.15909090909091,7965,7910,19375,5400
1467,DeVry University - Virginia,devry-university-virginia,Arlington, Virginia,Private,For-Profit,Midsize City,,69,5,59,70.0,,,,227,38,16,13,12,7,125,74.88986784140968,15088,12940,34948,5921
1468,Pennsylvania College of Art and Design,pennsylvania-college-of-art-and-design,Lancaster, Pennsylvania,Private,Non-Profit,Small City,,64,11,32,50.0,,,,260,94,12,4,3,1,27,26.153846153846146,25000,9670,37323,6638
1469,Indiana Institute of Technology,indiana-institute-of-technology,Fort Wayne, Indiana,Private,Non-Profit,Large City,,58,12,39,76.1,,,20.0,7073,495,28,36,27,13,863,58.24968188887318,26370,9820,40223,13575
1470,Memphis College of Art,memphis-college-of-art,Memphis, Tennessee,Private,Non-Profit,Large City,,66,23,35,54.0,,,22.0,278,99,9,7,4,1,66,45.32374100719424,33130,8890,46670,11116
1471,Georgia Gwinnett College,georgia-gwinnett-college,Lawrenceville, Georgia,Public,,Large Suburb,,99,68,44,100.0,,,,12287,661,18,15,15,14,1017,68.64979246357939,4850,12870,23580,5486
1472,University of Arkansas - Fort Smith,university-of-arkansas-fort-smith,Fort Smith, Arkansas,Public,,Small City,,90,62,44,100.0,,,,6620,370,18,45,33,23,1048,33.504531722054374,5577,8426,19967,5547
1473,Amridge University,amridge-university,Montgomery, Alabama,Private,Non-Profit,Midsize City,,83,100,36,100.0,,,,322,33,12,10,9,5,63,92.85714285714286,9900,9600,22600,8231
1474,Northwestern Oklahoma State University,northwestern-oklahoma-state-university,Alva, Oklahoma,Public,,Small Town,,80,59,41,83.0,,,20.0,1879,150,16,32,25,20,350,34.75252794039383,7066,4480,16346,4893
1475,Kentucky Wesleyan College,kentucky-wesleyan-college,Owensboro, Kentucky,Private,Non-Profit,Small City,,75,54,52,58.5,,,22.0,716,76,13,36,29,19,148,26.675977653631293,25070,9596,39528,12042
1476,Marymount California University,marymount-college,Rancho Palos Verdes, California,Private,Non-Profit,Large Suburb,,86,38,50,100.0,,,,929,94,16,6,5,5,246,80.40904198062431,35884,14412,54880,20059
1477,SUM Bible College and Theological Seminary,sum-bible-college-and-theological-seminary,El Dorado Hills, California,Private,Non-Profit,Rural,,8,22,51,100.0,,,,512,59,11,1,1,1,87,50.78125,9324,6900,24385,6044
1478,Jackson State University,jackson-state-university,Jackson, Mississippi,Public,,Midsize City,34000.0,48,64,37,71.7,990.0,,19.0,6500,575,17,45,42,20,942,96.09230769230768,7621,8952,23096,8126
1479,Life Pacific College,life-pacific-college,San Dimas, California,Private,Non-Profit,Large Suburb,,51,33,46,96.7,,,18.0,520,46,13,6,6,4,115,57.884615384615394,14884,7990,28068,6212
1480,Morrisville State College,morrisville-state-college,Morrisville, New York,Public,,Rural,,94,58,50,71.5,,,20.0,3063,240,15,67,48,19,665,35.45543584720862,8249,14058,26818,7098
1481,Barclay College,barclay-college,Haviland, Kansas,Private,Non-Profit,Rural,,37,46,50,67.0,,,,229,35,10,6,6,5,59,31.87772925764192,17720,8900,30820,12943
1482,University of Pikeville,pikeville-college,Pikeville, Kentucky,Private,Non-Profit,Small Town,,79,66,45,100.0,970.0,,20.0,1560,99,14,23,22,18,225,10.512820512820513,20338,7500,36838,18301
1483,Colorado Mountain College,colorado-mountain-college,Glenwood Springs, Colorado,Public,,Small Town,,83,18,43,100.0,,,,5934,651,11,38,30,13,674,38.27098078867544,4588,9280,16468,4366
1484,Ferrum College,ferrum-college,Ferrum, Virginia,Private,Non-Profit,Rural,38000.0,72,73,56,71.9,960.0,,18.0,1137,99,14,30,28,21,229,50.74758135444152,33025,11480,46985,22142
1485,DeVry University - Arizona,devry-university-arizona,Phoenix, Arizona,Private,For-Profit,Large City,,72,8,68,92.3,,,,499,52,20,13,12,6,196,56.513026052104216,14752,12940,34612,6016
1486,Thomas College,thomas-college,Waterville, Maine,Private,Non-Profit,Rural,,79,58,48,100.0,,,,1663,67,21,21,18,11,190,30.907997594708362,26110,10800,39710,15801
1487,Johnson C Smith University,johnson-c-smith-university,Charlotte, North Carolina,Private,Non-Profit,Large City,,55,55,39,38.1,854.0,930.0,16.0,1394,170,12,21,20,16,232,98.85222381635582,18236,7100,32136,13783
1488,Coppin State University,coppin-state-university,Baltimore, Maryland,Public,,Large City,32000.0,79,49,24,36.5,930.0,,18.0,2507,246,14,37,32,18,428,98.4443558037495,7474,9752,21412,9290
1489,Alcorn State University,alcorn-state-university,Alcorn State, Mississippi,Public,,Rural,35000.0,61,70,36,78.6,980.0,,20.0,3172,231,18,29,27,21,458,96.7843631778058,6888,9731,23413,10327
1490,University of the Cumberlands,university-of-the-cumberlands,Williamsburg, Kentucky,Private,Non-Profit,Small Town,32000.0,61,45,43,74.4,,,22.0,3315,429,17,39,30,21,527,41.77978883861236,23000,9000,38400,18348
1491,Mitchell College,mitchell-college,New London, Connecticut,Private,Non-Profit,Small City,,65,100,59,78.0,,,,707,21,13,15,13,11,128,49.08062234794907,32442,12750,49592,19720
1492,DeVry University - Ohio,devry-university-ohio,Columbus, Ohio,Private,For-Profit,Large City,,100,8,59,95.8,,,,897,66,24,11,10,5,377,33.4448160535117,15004,11232,33156,6130
1493,Eagle Gate College - Murray,eagle-gate-college-murray,Murray, Utah,Private,For-Profit,Large Suburb,,100,34,22,100.0,,,,329,62,11,13,10,6,65,37.38601823708206,14297,6189,23518,5569
1494,Nossi College of Art,nossi-college-of-art,Madison, Tennessee,Private,For-Profit,Large City,,66,9,38,48.0,,,,253,32,8,6,3,1,62,28.853754940711468,17800,5400,27100,2922
1495,Tusculum College,tusculum-college,Greeneville, Tennessee,Private,Non-Profit,Small Town,35000.0,50,49,49,88.6,980.0,,20.0,1488,147,17,22,20,16,456,30.309139784946236,23700,8700,38660,18572
1496,William Penn University,william-penn-university,Oskaloosa, Iowa,Private,Non-Profit,Small Town,39000.0,33,34,52,53.8,930.0,,18.0,1282,133,16,44,30,18,282,41.34165366614665,25000,6952,37352,15705
1497,Cheyney University of Pennsylvania,cheyney-university-of-pennsylvania,Cheyney, Pennsylvania,Public,,Large Suburb,,52,61,52,100.0,,,,723,74,13,24,24,14,149,98.06362378976488,12104,10766,27656,8085
1498,Indiana University - Northwest,indiana-university-northwest,Gary, Indiana,Public,,Small City,39000.0,98,43,30,74.4,992.0,,20.0,3700,352,14,38,34,20,670,47.2972972972973,7207,7284,19593,7532
1499,Trinity Washington University,trinity-washington-university,Washington, District of Columbia,Private,Non-Profit,Large City,,60,27,4,92.3,,,,1534,252,11,30,27,16,250,98.17470664928291,23690,10490,37360,14916
1500,Bluefield College,bluefield-college,Bluefield, Virginia,Private,Non-Profit,Small Town,,65,34,47,91.1,978.0,,20.0,948,115,14,39,31,20,233,36.70886075949367,24800,8843,37403,15946
1501,Nazarene Bible College,nazarene-bible-college,Colorado Springs, Colorado,Private,Non-Profit,Large City,,22,8,57,100.0,,,,743,105,7,10,9,4,74,22.20726783310901,11760,9450,26110,5815
1501,Nazarene Bible College,nazarene-bible-college,Colorado Springs, Colorado,Private,Non-Profit,Large City,,22,8,57,100.0,,,,743,105,7,10,9,4,74,22.20726783310901,11760,9450,26110,5815
1502,Southern University and A & M College,southern-university-and-a-and-m-college,Baton Rouge, Louisiana,Public,,Midsize City,36000.0,86,73,36,45.5,860.0,940.0,19.0,5149,423,24,49,37,23,735,97.72771411924644,8666,9440,23377,6575
1503,Judson College,judson-college,Marion, Alabama,Private,Non-Profit,Rural,,85,41,2,50.7,,,22.0,315,70,6,23,20,17,67,28.25396825396825,17896,10276,32358,13567
1504,Bloomfield College,bloomfield-college,Bloomfield, New Jersey,Private,Non-Profit,Large Suburb,42000.0,100,33,37,64.0,940.0,,16.0,1839,208,15,19,19,14,331,91.0277324632953,29300,11700,45670,22926
1505,Central Baptist College,central-baptist-college,Conway, Arkansas,Private,Non-Profit,Small City,,81,31,57,67.6,989.0,,20.0,745,104,12,31,24,13,158,31.40939597315436,15750,7500,26854,7755
1506,Strayer University - South Carolina,strayer-university-south-carolina,Greenville, South Carolina,Private,For-Profit,Small City,,99,6,22,100.0,,,,1831,65,39,12,10,4,163,81.1578372474058,13857,10917,28626,11958
1507,Strayer University - Georgia,strayer-university-georgia,Atlanta, Georgia,Private,For-Profit,Large Suburb,,94,20,25,100.0,,,,5530,183,33,12,10,4,503,90.57866184448463,13857,10917,28626,3459
1508,Lees - McRae College,lees-mcrae-college,Banner Elk, North Carolina,Private,Non-Profit,Rural,,62,49,33,70.8,,,,921,117,12,18,17,13,326,28.013029315960907,26198,10758,43000,19544
1510,Calumet College of Saint Joseph,calumet-college-of-saint-joseph,Whiting, Indiana,Private,Non-Profit,Large Suburb,,81,33,55,100.0,,,,624,92,10,21,17,16,249,58.33333333333333,18620,5600,28070,11178
1511,CollegeAmerica - Colorado Springs,college-america-colorado-springs,Colorado Springs, Colorado,Private,Non-Profit,Large City,,95,8,47,100.0,,,,206,25,14,2,2,2,44,58.25242718446602,18021,8712,34157,8169
1511,CollegeAmerica - Colorado Springs,college-america-colorado-springs,Colorado Springs, Colorado,Private,Non-Profit,Large City,,95,8,47,100.0,,,,206,25,14,2,2,2,44,58.25242718446602,18021,8712,34157,8169
