Rank,Name,Link,Location_City,Location_State,Private_Public,Profit_Type,Campus_Setting,Starting_Salary,Percent_from_State,Percent_FTE,Percent_Male,Accept_rate,Old_SAT_Score,New_SAT_Score,ACT_Score,Num_Undergrad,Num_Faculty,Student_Faculty_Ratio,Num_Degree,Num_Major,Num_Field,Num_Annual_Grad,Percent_POC,Tuition_Fee,Room_Fee,Total_Cost,Financial_Aid
911,University of Sioux Falls,university-of-sioux-falls,Sioux Falls, South Dakota,Private,Non-Profit,Midsize City,,49,23,37,92.0,,,22.0,1215,272,12,48,38,21,394,15.802469135802466,27980,7350,39865,18249
912,Centenary University,centenary-college,Hackettstown, New Jersey,Private,Non-Profit,Large Suburb,39000.0,89,39,37,87.0,995.0,,22.0,1369,209,14,27,22,15,396,43.17019722425128,32580,11110,48306,26882
913,Columbus College of Art and Design,columbus-college-of-art-and-design,Columbus, Ohio,Private,Non-Profit,Large City,,78,32,30,70.1,,,,1025,198,9,10,4,2,229,34.73170731707317,34440,9370,49110,18943
914,Massachusetts College of Liberal Arts,massachusetts-college-of-liberal-arts,North Adams, Massachusetts,Public,,Small Town,36000.0,66,52,38,76.6,,,23.0,1407,166,12,19,19,15,365,27.07889125799573,10135,10524,24635,6637
916,California University of Pennsylvania,california-university-of-pennsylvania,California, Pennsylvania,Public,,Small Suburb,34000.0,93,64,47,96.1,,,20.0,5557,405,20,48,45,24,1441,23.84380061184092,10840,10166,26356,6761
917,Lyon College,lyon-college,Batesville, Arkansas,Private,Non-Profit,Small Town,,67,74,55,64.2,,,25.0,672,61,13,26,24,14,138,29.61309523809523,27340,8780,39120,18534
918,Vermont Technical College,vermont-technical-college,Randolph, Vermont,Public,,Rural,,84,42,53,63.3,,,,1610,188,10,25,22,9,437,14.906832298136635,14690,10290,27630,6302
919,University of Louisiana at Lafayette,university-of-louisiana-lafayette,Lafayette, Louisiana,Public,,Midsize City,36000.0,96,76,43,50.9,,,24.0,15666,817,24,59,49,22,3002,34.4887016468786,9888,10294,24775,7899
920,University of Colorado at Colorado Springs,university-of-colorado-at-colorado-springs,Colorado Springs, Colorado,Public,,Large City,37000.0,87,57,48,92.8,,,24.0,10808,774,16,31,31,19,1845,36.48223538119911,8314,10400,25114,5682
921,Stephens College,stephens-college,Columbia, Missouri,Private,Non-Profit,Midsize City,,54,44,1,53.1,,,22.0,653,106,9,29,24,13,143,34.30321592649311,30344,10424,45148,21012
922,Maryville College,maryville-college,Maryville, Tennessee,Private,Non-Profit,Large Suburb,,66,49,46,49.3,,,24.0,1181,156,13,58,43,18,242,27.09568162574089,34196,11144,49266,27778
923,William Carey University,william-carey-university,Hattiesburg, Mississippi,Private,Non-Profit,Small City,39000.0,77,43,39,48.8,,,24.0,3097,373,14,43,30,18,492,37.100419761059094,12300,6267,27952,10450
924,University of Memphis,university-of-memphis,Memphis, Tennessee,Public,,Large City,37000.0,85,64,42,84.8,,,22.0,17396,1394,14,55,49,24,3213,51.41986663600828,9317,9366,24660,8960
925,California State University - Northridge,california-state-university-northridge,Northridge, California,Public,,Large City,40000.0,99,44,46,57.6,,,20.0,35839,2127,26,71,57,23,8608,78.99494963587155,6875,10402,22127,9782
926,Salem College,salem-college,Winston-Salem, North Carolina,Private,Non-Profit,Midsize City,,64,43,2,56.8,,,26.0,824,145,11,35,29,18,238,45.631067961165044,28566,11640,46080,25354
927,Saint Cloud State University,saint-cloud-state-university,Saint Cloud, Minnesota,Public,,Small City,39000.0,87,64,47,85.8,,,21.0,13128,650,21,105,76,25,2321,28.709628275441798,8228,8558,20686,5216
928,Rocky Mountain College,rocky-mountain-college,Billings, Montana,Private,Non-Profit,Midsize City,,53,54,51,64.4,,,22.0,898,113,11,51,32,19,192,22.605790645879736,27566,8210,40346,17460
929,Flagler College - St Augustine,flagler-college-st-augustine,Saint Augustine, Florida,Private,Non-Profit,Small Suburb,,54,50,35,56.6,,,24.0,2676,243,16,37,30,15,692,23.09417040358744,18200,10680,33480,8182
930,Alaska Pacific University,alaska-pacific-university,Anchorage, Alaska,Private,Non-Profit,Large City,,62,42,35,86.0,,,,296,73,9,16,15,13,67,52.02702702702703,20760,7900,34210,14345
931,Muskingum University,muskingum-university,New Concord, Ohio,Private,Non-Profit,Small Town,,93,52,44,74.4,,,22.0,1558,181,12,61,52,24,377,22.01540436456996,27646,11040,41420,20030
932,Malone University,malone-university,Canton, Ohio,Private,Non-Profit,Small City,39000.0,82,47,42,66.0,,,22.0,1333,175,12,50,38,21,382,19.954988747186803,29900,9300,43400,20886
933,Bryn Athyn College of the New Church,bryn-athyn-college-of-the-new-church,Bryn Athyn, Pennsylvania,Private,Non-Profit,Large Suburb,,79,52,49,87.6,,,21.0,331,69,6,9,9,8,73,30.513595166163142,21126,11538,34414,13030
934,Fairleigh Dickinson University - Metropolitan Campus,fairleigh-dickinson-university-metropolitan-campus,Teaneck, New Jersey,Private,Non-Profit,Large Suburb,41000.0,86,25,43,87.5,,,22.0,5467,679,14,40,37,19,994,62.42912017559905,39446,13086,56618,31560
935,Spalding University,spalding-university,Louisville, Kentucky,Private,Non-Profit,Large City,39000.0,83,44,29,59.0,,,20.0,1250,252,10,21,15,11,209,36.24000000000001,24000,7900,36778,12865
936,Point Park University,point-park-university,Pittsburgh, Pennsylvania,Private,Non-Profit,Large City,35000.0,61,22,41,64.9,,,22.0,3281,682,13,59,40,20,673,28.527887839073454,30130,11100,44730,19679
937,Buena Vista University,buena-vista-university,Storm Lake, Iowa,Private,Non-Profit,Small Town,33000.0,69,21,36,63.8,,,22.0,1804,401,9,77,50,22,721,21.507760532150783,32854,9490,45619,24599
938,St. Thomas University,saint-thomas-university,Miami Gardens, Florida,Private,Non-Profit,Large Suburb,,88,19,42,48.7,970.0,,20.0,2906,497,11,31,29,16,225,82.82863041982104,29730,11700,47190,18336
939,Johnson & Wales University - Charlotte,johnson-and-wales-university-charlotte,Charlotte, North Carolina,Private,Non-Profit,Large City,,37,82,33,84.1,,,,1892,101,21,12,8,4,697,64.05919661733614,31158,12834,48180,20711
940,Utica College,utica-college,Utica, New York,Private,Non-Profit,Small City,37000.0,88,33,40,83.7,,,,3685,451,13,48,38,17,741,32.99864314789687,20676,10828,34668,10129
941,Central Methodist University - College of Liberal Arts & Sciences,central-methodist-university-college-of-liberal-arts-and-sciences,Fayette, Missouri,Private,Non-Profit,Small Town,,91,67,47,95.6,,,22.0,1060,113,11,42,36,20,276,25.37735849056604,23770,7730,37780,14072
942,The University of Texas Rio Grande Valley,the-university-of-texas-pan-american,Edinburg, Texas,Public,,Small City,37000.0,100,87,44,80.5,,,20.0,24220,1258,19,66,57,25,4065,97.51857968620978,7587,7986,20035,9398
943,Bemidji State University,bemidji-state-university,Bemidji, Minnesota,Public,,Small Town,37000.0,88,62,42,66.2,,,22.0,4815,259,20,61,45,24,1073,19.709241952232606,8678,8162,20730,5042
944,Boise State University,boise-state-university,Boise, Idaho,Public,,Midsize City,38000.0,57,50,44,84.0,,,24.0,20744,1526,17,100,60,23,3433,26.84631700732743,7326,10042,21932,8258
945,Caldwell University,caldwell-college,Caldwell, New Jersey,Private,Non-Profit,Large Suburb,38000.0,93,27,32,63.7,,,20.0,1603,288,12,30,28,17,380,64.31690580162196,33950,12300,50150,26051
946,West Virginia Wesleyan College,west-virginia-wesleyan-college,Buckhannon, West Virginia,Private,Non-Profit,Small Town,,66,59,44,70.6,,,22.0,1320,141,13,59,48,21,339,22.5,30752,8436,45253,25053
947,The University of Texas of the Permian Basin,the-university-of-texas-of-the-permian-basin,Odessa, Texas,Public,,Midsize City,,96,51,43,89.5,,,20.0,6065,259,20,32,32,21,778,62.176422093981856,5991,10982,21603,7563
948,The University of Tennessee - Chattanooga,the-university-of-tennessee-at-chattanooga,Chattanooga, Tennessee,Public,,Midsize City,35000.0,96,65,44,82.8,,,24.0,10176,716,19,46,39,24,2029,23.673349056603783,8664,9100,22764,7299
949,Delaware Valley University,delaware-valley-college,Doylestown, Pennsylvania,Private,Non-Profit,Large Suburb,34000.0,52,39,40,66.4,,,22.0,1992,236,14,30,23,14,399,30.97389558232932,38000,13950,54750,22581
950,University of Wisconsin - Green Bay,university-of-wisconsin-green-bay,Green Bay, Wisconsin,Public,,Midsize City,35000.0,91,69,34,75.5,,,22.0,6811,263,25,44,39,21,1402,15.181324328292463,7878,7306,19334,4972
951,Cardinal Stritch University,cardinal-stritch-university,Milwaukee, Wisconsin,Private,Non-Profit,Large Suburb,40000.0,86,30,32,78.4,,,20.0,1543,264,10,43,36,19,466,63.90149060272197,28844,8118,42654,22413
951,Cardinal Stritch University,cardinal-stritch-university,Milwaukee, Wisconsin,Private,Non-Profit,Large Suburb,40000.0,86,30,32,78.4,,,20.0,1543,264,10,43,36,19,466,63.90149060272197,28844,8118,42654,22413
952,Western Connecticut State University,western-connecticut-state-university,Danbury, Connecticut,Public,,Small City,40000.0,92,36,48,70.8,,,,5082,617,13,40,35,19,1098,38.42975206611571,10418,12417,27947,5994
953,Husson University,husson-university,Bangor, Maine,Private,Non-Profit,Small City,,75,100,45,86.3,,,22.0,2768,130,15,38,30,16,540,15.534682080924853,17010,9498,29658,9486
955,California State University - East Bay,california-state-university-east-bay,Hayward, California,Public,,Midsize City,47000.0,99,44,38,74.1,,,,13474,852,27,47,44,23,3491,84.73356093216566,6834,14184,25110,9402
956,Fresno Pacific University,fresno-pacific-university,Fresno, California,Private,Non-Profit,Large City,,96,15,29,72.4,,,20.0,2803,736,12,86,54,24,958,70.95968605066003,30508,8400,43165,25394
957,Aurora University,aurora-university,Aurora, Illinois,Private,Non-Profit,Large Suburb,38000.0,84,31,35,87.3,,,21.0,3933,458,18,48,41,21,1045,50.317823544368174,23520,9636,37028,15909
958,Rivier University,rivier-college,Nashua, New Hampshire,Private,Non-Profit,Small City,41000.0,42,27,19,67.9,,,,1426,242,13,28,22,14,363,22.86115007012623,31050,12768,48118,21263
959,University of South Alabama,university-of-south-alabama,Mobile, Alabama,Public,,Midsize City,39000.0,80,61,43,82.1,,,23.0,10988,990,18,52,47,20,2107,40.5533309064434,7812,7490,20698,6927
960,CUNY John Jay College of Criminal Justice,cuny-john-jay-college-of-criminal-justice,New York, New York,Public,,Large City,38000.0,96,36,44,38.8,,,,12916,1107,18,32,22,13,3018,83.71786930938372,7070,20007,33871,9007
961,SUNY Old Westbury,suny-college-at-old-westbury,Old Westbury, New York,Public,,Large Suburb,,98,46,41,78.2,,,21.0,4635,362,20,37,29,16,977,70.03236245954693,7883,11020,23363,8667
962,Vaughn College of Aeronautics and Technology,vaughn-college-of-aeronautics-and-technology,Flushing, New York,Private,Non-Profit,Large City,,91,22,87,100.0,,,,1496,167,14,8,8,6,267,87.29946524064171,24550,14100,47750,6835
963,King University,king-college,Bristol, Tennessee,Private,Non-Profit,Small City,41000.0,39,46,39,51.4,,,22.0,1799,222,13,40,34,21,994,20.566981656475814,28572,8424,41936,20587
964,Aquinas College Michigan,aquinas-college-michigan,Grand Rapids, Michigan,Private,Non-Profit,Midsize City,,94,40,39,74.5,,,24.0,1551,216,12,86,53,22,419,24.04900064474532,31244,9070,42952,22198
965,Southwestern Adventist University,southwestern-adventist-university,Keene, Texas,Private,Non-Profit,Small Town,,66,56,43,62.4,,,21.0,798,88,12,27,24,19,129,78.0701754385965,20732,7500,32732,10660
966,St. Thomas Aquinas College,saint-thomas-aquinas-college,Sparkill, New York,Private,Non-Profit,Large Suburb,,72,34,46,78.0,995.0,,20.0,1778,151,12,31,27,18,292,41.16985376827896,30750,12750,47610,22683
967,SAE Expression College,expression-college-for-digital-arts,Emeryville, California,Private,For-Profit,Large Suburb,,93,100,73,100.0,,,,345,21,15,6,5,3,134,73.04347826086956,23899,11088,35939,5890
968,Northwest Missouri State University,northwest-missouri-state-university,Maryville, Missouri,Public,,Small Town,35000.0,68,78,43,74.1,,,22.0,5474,292,21,78,57,24,1129,19.473876507124587,7657,8714,19346,7998
969,Kansas City Art Institute,kansas-city-art-institute,Kansas City, Missouri,Private,Non-Profit,Large City,,40,55,28,67.2,,,24.0,663,101,9,13,5,3,148,37.55656108597285,37800,10400,54450,23521
970,CUNY Lehman College,cuny-lehman-college,Bronx, New York,Public,,Large City,40000.0,100,38,32,35.0,,,,11978,948,16,69,48,20,2182,93.9305393220905,7010,13338,27142,10685
971,Cleveland State University,cleveland-state-university,Cleveland, Ohio,Public,,Large City,38000.0,93,47,46,90.1,,,22.0,12078,1145,17,83,70,24,2603,36.17320748468289,9778,12500,26774,7096
972,Anderson University Indiana,anderson-university-indiana,Anderson, Indiana,Private,Non-Profit,Small City,39000.0,77,38,41,65.2,,,22.0,1566,280,10,82,56,23,426,18.96551724137932,29710,9740,43450,17790
973,Johnson & Wales University - Denver,johnson-and-wales-university-denver,Denver, Colorado,Private,Non-Profit,Large City,,40,40,39,84.0,,,,1118,125,15,16,13,8,450,47.94275491949911,31158,11835,46902,19442
974,Wright State University - Main Campus,wright-state-university-main-campus,Dayton, Ohio,Public,,Large Suburb,39000.0,97,62,48,96.8,,,22.0,12115,1092,14,68,57,19,2281,25.670656211308298,8730,11376,24138,6546
975,Virginia Wesleyan University,virginia-wesleyan-college,Virginia Beach, Virginia,Private,Non-Profit,Large City,39000.0,70,71,40,69.9,,,22.0,1436,128,12,35,31,19,325,51.81058495821728,36660,8944,50204,21993
976,Trinity International University - Illinois,trinity-international-university-illinois,Deerfield, Illinois,Private,Non-Profit,Large Suburb,,45,27,53,75.0,,,24.0,934,281,14,32,22,15,194,47.53747323340471,30750,9540,44510,22366
977,Texas Woman's University,texas-womans-university,Denton, Texas,Public,,Midsize City,39000.0,99,51,12,85.7,985.0,,20.0,10310,892,18,43,40,19,2193,61.299709020368574,7570,8181,19807,8426
978,Coastal Carolina University,coastal-carolina-university,Conway, South Carolina,Public,,Small City,33000.0,44,66,46,61.2,,,22.0,9898,678,17,47,39,19,1842,33.087492422711655,11200,9414,25588,8627
979,MidAmerica Nazarene University,midamerica-nazarene-university,Olathe, Kansas,Private,Non-Profit,Large Suburb,43000.0,46,25,41,65.6,,,21.0,1308,287,7,53,37,21,440,42.27828746177371,29670,8138,42042,20202
980,Cabrini University,cabrini-college,Radnor, Pennsylvania,Private,Non-Profit,Large Suburb,38000.0,71,31,40,73.2,,,21.0,1686,275,12,50,34,19,274,44.839857651245545,31350,12500,46750,19550
981,Gardner - Webb University,gardner-webb-university,Boiling Springs, North Carolina,Private,Non-Profit,Small Town,33000.0,71,50,35,52.7,,,22.0,2215,327,11,44,38,18,621,32.686230248307,30700,10080,44540,21957
982,Brenau University,brenau-university,Gainesville, Georgia,Private,Non-Profit,Small City,37000.0,92,45,9,66.1,990.0,,20.0,1736,284,11,41,27,12,388,53.91705069124424,28510,12418,44878,20389
983,Pittsburg State University,pittsburg-state-university,Pittsburg, Kansas,Public,,Small Town,33000.0,61,78,52,87.2,,,22.0,5706,405,18,58,44,23,1246,22.309849281458117,7100,7700,19566,3989
984,Lasell College,lasell-college,Newton, Massachusetts,Private,Non-Profit,Small City,,60,36,36,80.7,,,21.0,1731,245,13,35,28,16,359,32.755632582322356,34600,14800,52900,21578
985,Clarion University of Pennsylvania,clarion-university-of-pennsylvania,Clarion, Pennsylvania,Public,,Small Town,34000.0,91,69,36,95.5,,,20.0,4321,294,18,56,50,23,1094,18.028234205045127,10840,11520,27310,5732
986,Hawaii Pacific University,hawaii-pacific-university,Honolulu, Hawaii,Private,Non-Profit,Large City,40000.0,31,44,40,74.7,,,22.0,3560,340,12,39,34,18,752,75.28089887640449,24550,14204,42294,11547
987,Middle Tennessee State University,middle-tennessee-state-university,Murfreesboro, Tennessee,Public,,Midsize City,36000.0,91,75,46,59.4,,,22.0,19523,1217,18,66,59,25,4163,36.556881626799175,8612,8392,22722,8607
988,William Woods University,william-woods-university,Fulton, Missouri,Private,Non-Profit,Small Town,37000.0,66,17,27,74.9,,,23.0,956,380,10,37,28,19,239,21.443514644351467,23260,9400,38860,15841
989,Ohio State University - Newark Campus,ohio-state-university-newark-campus,Newark, Ohio,Public,,Small Suburb,,100,31,50,100.0,,,,2607,150,28,10,9,8,673,30.80168776371308,7140,9215,22302,4696
990,The University of West Florida,the-university-of-west-florida,Pensacola, Florida,Public,,Small City,34000.0,89,55,42,49.6,,,24.0,10002,610,21,53,47,23,3064,35.18296340731854,5776,9354,18430,5222
991,Southern Utah University,southern-utah-university,Cedar City, Utah,Public,,Small Town,37000.0,79,65,44,75.8,,,24.0,8550,469,19,64,47,26,1725,24.573099415204677,6676,7067,20143,7029
992,University of Alaska Fairbanks,university-of-alaska-fairbanks,Fairbanks, Alaska,Public,,Small Suburb,37000.0,90,55,42,76.7,,,21.0,6639,642,11,75,67,28,890,49.51046844404278,7910,8730,21290,7457
993,Concordia University - Chicago,concordia-university-chicago,River Forest, Illinois,Private,Non-Profit,Large Suburb,,67,50,41,74.7,,,22.0,1458,598,11,71,49,22,362,55.00685871056241,31588,9448,43636,21177
994,California State University - Bakersfield,california-state-university-bakersfield,Bakersfield, California,Public,,Large City,38000.0,98,51,39,61.1,,,,8814,569,24,38,38,23,1610,82.17608350351712,7147,13968,25966,9913
995,Oklahoma Wesleyan University,oklahoma-wesleyan-university,Bartlesville, Oklahoma,Private,Non-Profit,Small Town,,45,23,42,62.3,985.0,,21.0,1006,166,14,44,35,18,317,35.6858846918489,26090,8344,39326,11610
996,University of Montevallo,university-of-montevallo,Montevallo, Alabama,Public,,Large Suburb,33000.0,87,66,33,64.4,,,23.0,2346,225,14,25,24,16,521,31.58567774936061,12400,9030,25630,9898
997,Georgetown College,georgetown-college,Georgetown, Kentucky,Private,Non-Profit,Small Town,,76,51,46,67.3,,,23.0,1061,163,11,40,34,18,149,21.01790763430725,37160,9410,50086,29107
998,Barry University,barry-university,Miami, Florida,Private,Non-Profit,Large Suburb,40000.0,54,44,40,85.1,970.0,,18.0,3505,735,13,54,44,21,838,80.48502139800286,30014,11100,46898,22331
999,Pennsylvania State University - Shenango,pennsylvania-state-university-penn-state-shenango,Sharon, Pennsylvania,Public,,Large Suburb,,83,58,28,74.3,,,20.0,490,50,10,9,8,6,96,30.816326530612244,13324,11280,31232,8613
1000,University of Louisiana at Monroe,university-of-louisiana-monroe,Monroe, Louisiana,Public,,Small City,37000.0,93,74,37,75.5,960.0,,22.0,7948,422,19,38,36,20,1189,35.70709612481127,8470,7850,20993,8958
1001,Laguna College of Art and Design,laguna-college-of-art-and-design,Laguna Beach, California,Private,Non-Profit,Rural,,67,15,32,33.5,,,,636,149,12,5,3,2,102,51.100628930817614,29800,13290,48175,8739
1002,Concordia University - Saint Paul,concordia-university-saint-paul,Saint Paul, Minnesota,Private,Non-Profit,Large City,39000.0,79,32,41,54.9,,,,2870,342,18,54,36,19,691,37.52613240418119,21750,8750,34500,12167
1003,Johnson University,johnson-university,Knoxville, Tennessee,Private,Non-Profit,Rural,,34,36,53,98.0,,,22.0,814,138,9,31,19,9,387,14.742014742014744,14920,6618,25048,7785
1004,Eastern International College - Jersey City,eastern-international-college-jersey-city,Jersey City, New Jersey,Private,For-Profit,Large City,,80,44,10,100.0,,,,230,32,12,5,4,1,67,83.47826086956522,21225,7108,33376,5793
1005,The University of Montana,the-university-of-montana,Missoula, Montana,Public,,Small City,34000.0,65,74,45,92.6,,,24.0,9323,711,17,82,66,27,2021,23.6190067574815,7063,9178,20476,5404
1006,Cazenovia College,cazenovia-college,Cazenovia, New York,Private,Non-Profit,Small Town,,85,100,29,92.4,,,,893,54,10,27,20,13,283,34.26651735722285,33656,14210,50166,30721
1007,Warren Wilson College,warren-wilson-college,Swannanoa, North Carolina,Private,Non-Profit,Large Suburb,,32,69,38,79.4,,,27.0,589,83,9,18,18,13,152,23.259762308998305,35244,10660,49744,19414
1008,Bay Path University,bay-path-college,Longmeadow, Massachusetts,Private,Non-Profit,Large Suburb,,54,18,0,62.9,,,22.0,1947,360,13,23,19,11,466,42.83513097072419,33557,12799,49356,27496
1009,Mansfield University of Pennsylvania,mansfield-university-of-pennsylvania,Mansfield, Pennsylvania,Public,,Small Town,35000.0,79,45,41,89.2,,,20.0,1826,227,12,37,32,20,534,19.715224534501644,12316,11998,28722,7130
1010,Plymouth State University,plymouth-state-university,Plymouth, New Hampshire,Public,,Small Town,37000.0,49,45,50,78.8,,,,4148,427,17,56,44,22,726,17.647058823529424,13770,10960,28314,6626
1011,Roosevelt University,roosevelt-university,Chicago, Illinois,Private,Non-Profit,Large City,35000.0,68,36,37,69.5,939.0,,22.0,2578,574,11,65,43,20,770,56.012412723041116,28963,12927,47490,17520
1012,National University,national-university,La Jolla, California,Private,Non-Profit,Large City,44000.0,94,23,45,100.0,,,,7877,1303,19,87,73,24,2037,65.30404976513901,13032,11816,30264,3797
1013,Felician University,felician-college,Lodi, New Jersey,Private,Non-Profit,Large Suburb,45000.0,92,37,29,79.4,990.0,,20.0,1626,212,14,35,29,17,377,70.35670356703568,33650,12630,50630,27269
1014,Alfred State College,suny-college-of-technology-at-alfred,Alfred, New York,Public,,Small Town,,97,72,64,67.7,,,22.0,3686,229,18,77,55,21,1131,27.753662506782423,8327,12250,24859,7391
1015,American Academy of Art,american-academy-of-art,Chicago, Illinois,Private,Non-Profit,Large City,,71,92,38,100.0,,,,260,24,9,7,5,3,55,55.38461538461538,33220,6354,43974,10989
1016,University of Central Missouri,university-of-central-missouri,Warrensburg, Missouri,Public,,Small Town,37000.0,89,71,44,83.6,,,22.0,9801,700,18,70,61,25,1956,24.5383124171003,7520,8644,19564,5533
1017,Dickinson State University,dickinson-state-university,Dickinson, North Dakota,Public,,Small Town,,66,52,39,99.0,969.0,,20.0,1425,155,10,49,35,19,310,22.66666666666667,6554,6724,17978,4115
1018,The University of Tennessee - Martin,the-university-of-tennessee-martin,Martin, Tennessee,Public,,Small Town,35000.0,91,66,41,61.5,,,22.0,6330,431,15,36,33,23,1241,21.406003159557656,9236,5976,20206,8999
1019,East Tennessee State University,east-tennessee-state-university,Johnson City, Tennessee,Public,,Small City,35000.0,83,60,44,85.5,,,22.0,11323,984,16,53,47,23,2383,18.6611322087786,8679,7952,21306,8899
1020,Kean University,kean-university,Union, New Jersey,Public,,Large Suburb,40000.0,96,23,40,82.2,975.0,,19.0,11984,1432,17,50,40,22,2624,66.35514018691589,12107,13513,29261,8089
1021,Cornish College of the Arts,cornish-college-of-the-arts,Seattle, Washington,Private,Non-Profit,Large City,,43,28,35,87.5,,,,658,190,7,8,7,2,136,38.44984802431611,40464,12010,57074,17051
1022,Dominican College of Blauvelt,dominican-college-of-blauvelt,Orangeburg, New York,Private,Non-Profit,Large Suburb,,74,32,33,69.0,980.0,,20.0,1425,237,15,24,21,14,326,64.84210526315789,28448,12670,45568,21593
1023,Schreiner University,schreiner-university,Kerrville, Texas,Private,Non-Profit,Small Town,,100,64,42,92.4,,,22.0,1249,125,13,39,28,16,255,45.95676541232986,26900,10152,38727,18287
1024,California State University - Los Angeles,california-state-university-los-angeles,Los Angeles, California,Public,,Large City,40000.0,100,41,43,46.4,985.0,,18.0,24818,1718,25,66,57,26,4856,94.02449834797324,6639,13356,24846,9553
1025,Texas Wesleyan University,texas-wesleyan-university,Fort Worth, Texas,Private,Non-Profit,Large City,38000.0,93,57,48,34.3,,,22.0,1674,240,16,38,32,19,361,70.43010752688173,27800,9960,43644,15184
1026,Lincoln Christian University,lincoln-christian-university,Lincoln, Illinois,Private,Non-Profit,Small Town,,77,45,49,62.1,962.0,,20.0,466,67,12,18,14,9,102,17.811158798283273,13020,7564,26137,6461
1027,Albertus Magnus College,albertus-magnus-college,New Haven, Connecticut,Private,Non-Profit,Midsize City,41000.0,89,15,33,63.9,930.0,,,1128,277,13,29,26,18,408,67.19858156028369,31140,13000,51350,21245
1028,University of Holy Cross,our-lady-of-holy-cross-college,New Orleans, Louisiana,Private,Non-Profit,Large City,,100,58,14,46.2,,,20.0,912,110,10,24,16,11,117,52.96052631578947,14180,9073,28392,5882
1029,East Stroudsburg University of Pennsylvania,east-stroudsburg-university-of-pennsylvania,East Stroudsburg, Pennsylvania,Public,,Small City,35000.0,75,72,44,83.6,,,22.0,6051,353,22,48,40,20,1295,39.00181788134193,10298,8792,23160,6309
1030,Mercy College of Health Sciences,mercy-college-of-health-sciences,Des Moines, Iowa,Private,Non-Profit,Midsize City,,97,44,12,95.9,,,20.0,758,98,9,11,6,1,208,18.997361477572557,17600,5488,29392,6191
1031,Anderson University South Carolina,anderson-university-sc,Anderson, South Carolina,Private,Non-Profit,Small City,,73,44,31,79.1,,,24.0,2983,339,17,74,50,22,578,16.02413677505866,26970,9680,42550,18277
1032,Averett University,averett-university,Danville, Virginia,Private,Non-Profit,Small Town,,57,67,55,61.0,932.0,,20.0,927,85,14,55,38,21,193,43.25782092772385,33350,9684,46344,19918
1033,Johnson & Wales University - Providence,johnson-and-wales-university-providence,Providence, Rhode Island,Private,Non-Profit,Midsize City,,16,45,40,87.5,,,,7710,672,19,36,29,12,2601,45.4863813229572,31158,13809,48876,18746
1034,Adrian College,adrian-college,Adrian, Michigan,Private,Non-Profit,Small Town,,78,51,50,59.7,,,22.0,1671,188,13,73,44,21,308,31.35846798324357,36010,10988,52074,23491
1035,University of Southern Mississippi,university-of-southern-mississippi,Hattiesburg, Mississippi,Public,,Small City,34000.0,71,78,37,98.4,,,22.0,11815,869,17,73,65,26,2398,38.86584849767245,8218,9631,22883,9292
1036,West Texas A&M University,west-texas-a-and-m-university,Canyon, Texas,Public,,Small Town,34000.0,87,77,43,61.4,,,21.0,7394,435,20,56,52,23,1611,41.88531241547201,7586,7496,20936,6082
1037,The University of the Arts,the-university-of-the-arts,Philadelphia, Pennsylvania,Private,Non-Profit,Large City,,36,23,38,74.0,,,,1681,467,8,23,9,2,391,42.831647828673404,43100,15710,65299,22243
1038,Grand View University,grand-view-university,Des Moines, Iowa,Private,Non-Profit,Midsize City,35000.0,82,40,44,92.7,,,20.0,1788,222,13,47,39,21,608,33.277404921700224,26516,8834,38936,17072
1039,Marshall University,marshall-university,Huntington, West Virginia,Public,,Small City,33000.0,81,75,42,90.2,,,22.0,9489,734,19,55,47,22,1636,18.284329223311204,7798,10126,21390,9587
1040,Stephen F Austin State University,stephen-f-austin-state-university,Nacogdoches, Texas,Public,,Small Town,37000.0,99,73,37,65.4,,,21.0,10985,717,19,73,64,26,2143,42.8675466545289,7716,8868,21276,8864
1041,Dakota State University,dakota-state-university,Madison, South Dakota,Public,,Small Town,38000.0,69,70,58,84.4,,,22.0,2962,147,17,30,21,11,372,16.40783254557732,9147,6720,21407,3812
1041,Dakota State University,dakota-state-university,Madison, South Dakota,Public,,Small Town,38000.0,69,70,58,84.4,,,22.0,2962,147,17,30,21,11,372,16.40783254557732,9147,6720,21407,3812
1042,Southern Nazarene University,southern-nazarene-university,Bethany, Oklahoma,Private,Non-Profit,Large Suburb,39000.0,55,16,50,100.0,,,,1521,461,16,73,54,23,528,40.56541748849442,24968,9884,38052,19767
1043,Idaho State University,idaho-state-university,Pocatello, Idaho,Public,,Small City,40000.0,92,77,44,100.0,,,,10557,750,14,145,94,30,1638,28.019323671497588,7166,7024,21111,6931
1044,Lakeland University,lakeland-college,Plymouth, Wisconsin,Private,Non-Profit,Rural,40000.0,66,17,43,51.7,,,19.0,1998,239,15,42,27,16,479,25.175175175175184,27760,8600,41170,17555
1045,Lake Superior State University,lake-superior-state-university,Sault Ste Marie, Michigan,Public,,Small Town,37000.0,93,64,48,58.2,,,22.0,1963,151,17,77,58,23,555,19.918492103922574,11427,9594,23721,9645
1046,University of Hawaii at Hilo,university-of-hawaii-at-hilo,Hilo, Hawaii,Public,,Small Town,,79,73,37,77.9,,,20.0,2971,298,12,35,33,21,798,79.97307303938068,7648,11064,23168,6976
